product_id,product_name,category,subcategory,cost_price
PROD_5FA1BAF2,Non-Fiction Ultra,Books,Non-Fiction,234.07
PROD_AAE0F9EA,Tablets Lite,Electronics,Tablets,127.68
PROD_3AB9CD5F,Biography Pro,Books,Biography,297.93
PROD_F1EA512C,Activewear Model X,Clothing,Activewear,26.89
PROD_93599503,Biography Model X,Books,Biography,200.19
PROD_4C5C62B2,Tablets Advanced,Electronics,Tablets,281.45
PROD_F6275572,  tablets pro  ,Electronics,Tablets,325.58
PROD_DD363D8C,Phones Advanced,Electronics,Phones,85.09
PROD_8528B654,Biography Lite,Books,Biography,488.33
PROD_A22FD2CC,Non-Fiction Max,Books,Non-Fiction,96.55
PROD_817D3AA7,Bedding Lite,Home,Bedding,430.89
PROD_07DC9AF0,Tablets Lite,Electronics,Tablets,21.19
PROD_4735E5CF,Educational Lite,Books,Educational,273.51
PROD_C1DC5AD2,Men Ultra,Clothing,Men,369.2
PROD_FB5551C5,Cameras Lite,Electronics,Cameras,30.52
PROD_FFE7382A,Educational Advanced,Books,Educational,185.96
PROD_54C7704C,ACTIVEWEAR LITE   ,Clothing,Activewear,106.33
PROD_1480BC60,  decor ultra  ,Home,Decor,469.88
PROD_C18ED1A8,Women Basic,Clothing,Women,137.34
PROD_72C76ED2,  educational model x  ,Books,Educational,245.68
PROD_1DE8D5D0,Tablets Lite,Electronics,Tablets,413.56
PROD_DFC68870,Bedding Ultra,Home,Bedding,338.29
PROD_868A365E,  laptops advanced  ,Electronics,Laptops,93.51
PROD_D9F7E635,Phones Pro,Electronics,Phones,350.06
PROD_DFF19A7E,Non-Fiction Max,Books,Non-Fiction,476.29
PROD_0EB34D13,Accessories Advanced,Electronics,Accessories,273.01
PROD_8B7D55CD,Shoes Basic,Clothing,Shoes,370.17
PROD_16821187,ACCESSORIES PRO   ,Electronics,Accessories,120.0
PROD_3C192E14,Bedding Ultra,Home,Bedding,324.8
PROD_429D85FE,Bedding Ultra,Home,Bedding,267.43
PROD_86032543,Comics Basic,Books,Comics,449.65
PROD_A9C855EF,Decor Max,Home,Decor,244.7
PROD_2CDB6146,Furniture Pro,Home,Furniture,230.68
PROD_FCDE641C,Activewear Pro,Clothing,Activewear,146.2
PROD_C4D55EBF,Women Pro,Clothing,Women,25.37
PROD_9B32D435,Lighting Pro,Home,Lighting,187.99
PROD_31A60357,  activewear lite  ,Clothing,Activewear,175.2
PROD_11506CEE,Bedding Ultra,Home,Bedding,269.15
PROD_D1DBFBDC,Phones Advanced,Electronics,Phones,385.42
PROD_5A8C16DD,EDUCATIONAL PRO   ,Books,Educational,487.92
PROD_B18FEA0A,Kitchen Advanced,Home,Kitchen,484.95
PROD_031BC28B,Activewear Lite,Clothing,Activewear,223.84
PROD_42DA0E7C,TABLETS MODEL X   ,Electronics,Tablets,157.5
PROD_507ECB1B,Biography Max,Books,Biography,181.91
PROD_4B1D3F0D,Furniture Ultra,Home,Furniture,293.8
PROD_7A6144B0,KIDS PRO   ,Clothing,Kids,225.5
PROD_7D7471D6,Cameras Advanced,Electronics,Cameras,162.29
PROD_F683F922,ACCESSORIES ADVANCED   ,Electronics,Accessories,187.97
PROD_58CCD120,Furniture Basic,Home,Furniture,157.5
PROD_69C4E30D,Biography Model X,Books,Biography,444.46
PROD_3917CD89,Comics Basic,Books,Comics,365.36
PROD_AF72EC4A,Comics Pro,Books,Comics,300.98
PROD_CE406185,Women Basic,Clothing,Women,434.43
PROD_290CE19E,Furniture Ultra,Home,Furniture,48.78
PROD_96530142,Educational Advanced,Books,Educational,233.75
PROD_41F7AD98,Women Pro,Clothing,Women,148.28
PROD_7ECB78A9,Fiction Max,Books,Fiction,418.12
PROD_63CA3B60,Bedding Ultra,Home,Bedding,116.14
PROD_DC0F344B,Laptops Basic,Electronics,Laptops,322.07
PROD_7D676FE7,Fiction Lite,Books,Fiction,147.41
PROD_D9F42F71,Shoes Lite,Clothing,Shoes,19.08
PROD_8BB4829B,Bedding Model X,Home,Bedding,184.07
PROD_8E766A75,Biography Advanced,Books,Biography,315.86
PROD_5CF19CA1,Fiction Basic,Books,Fiction,289.76
PROD_AB82D542,  decor ultra  ,Home,Decor,439.77
PROD_BD56708B,  kids pro  ,Clothing,Kids,319.94
PROD_B7D9A8E0,Furniture Basic,Home,Furniture,321.28
PROD_A60ABFF5,Cameras Pro,Electronics,Cameras,95.71
PROD_0BFD6023,Cameras Max,Electronics,Cameras,164.69
PROD_114CC453,Kitchen Basic,Home,Kitchen,345.73
PROD_0391863A,Cameras Ultra,Electronics,Cameras,76.14
PROD_538EBEC5,Activewear Basic,Clothing,Activewear,245.03
PROD_05022F66,Decor Model X,Home,Decor,254.17
PROD_799F552A,Activewear Ultra,Clothing,Activewear,476.49
PROD_CDCACB4D,Tablets Advanced,Electronics,Tablets,62.7
PROD_C24D3088,Men Advanced,Clothing,Men,347.07
PROD_96F289F9,Shoes Ultra,Clothing,Shoes,485.21
PROD_3D16AF80,Kids Model X,Clothing,Kids,63.71
PROD_66795998,Women Lite,Clothing,Women,67.05
PROD_F2183B0F,Men Advanced,Clothing,Men,393.09
PROD_37247735,Phones Max,Electronics,Phones,218.47
PROD_2C2F95D3,Men Model X,Clothing,Men,259.17
PROD_177DF6C1,Tablets Model X,Electronics,Tablets,26.42
PROD_EB4FE960,  furniture max  ,Home,Furniture,302.89
PROD_0CFFCA75,Women Lite,Clothing,Women,49.94
PROD_109670C5,Lighting Basic,Home,Lighting,428.29
PROD_55C9D4A1,ACTIVEWEAR ULTRA   ,Clothing,Activewear,382.81
PROD_44AE7CAD,Women Basic,Clothing,Women,378.24
PROD_92EFAC12,Phones Pro,Electronics,Phones,426.39
PROD_27DEE735,Educational Lite,Books,Educational,222.63
PROD_B39AB5F8,Laptops Max,Electronics,Laptops,192.91
PROD_2EA3A630,Activewear Pro,Clothing,Activewear,381.9
PROD_3AD9EF22,  furniture advanced  ,Home,Furniture,382.33
PROD_34C3A310,  lighting lite  ,Home,Lighting,62.28
PROD_496C152C,Bedding Ultra,Home,Bedding,345.09
PROD_8F309D2B,Non-Fiction Ultra,Books,Non-Fiction,492.56
PROD_094E5AE4,NON-FICTION MAX   ,Books,Non-Fiction,240.46
PROD_F20E8C5C,Decor Model X,Home,Decor,248.37
PROD_C73AA855,Tablets Advanced,Electronics,Tablets,339.88
PROD_69436570,Laptops Advanced,Electronics,Laptops,297.33
PROD_30F6EAD8,Laptops Model X,Electronics,Laptops,103.55
PROD_64008E15,Activewear Max,Clothing,Activewear,65.77
PROD_90520F43,Comics Basic,Books,Comics,384.16
PROD_F3162D17,Bedding Basic,Home,Bedding,303.57
PROD_E26A91B1,Comics Ultra,Books,Comics,385.16
PROD_9D92BFAC,Phones Basic,Electronics,Phones,119.26
PROD_4979D94D,Men Model X,Clothing,Men,416.0
PROD_6B0B4F88,Fiction Pro,Books,Fiction,341.21
PROD_996B1AA9,Kids Ultra,Clothing,Kids,381.28
